Year,Satellite Type,Budget (in Billion $),Success Rate (%),Environmental Impact,Duration (in Days),Num_Collaborators,Tech_Maturity,Budget_Per_Day,Money_Efficiency,Mission Type_Unmanned,Technology Used_Nuclear Propulsion,Technology Used_Reusable Rocket,Technology Used_Solar Propulsion,Technology Used_Traditional Rocket,Country_France,Country_Germany,Country_India,Country_Israel,Country_Japan,Country_Russia,Country_UAE,Country_UK,Country_USA,Tech_Budget_Power
2023,Spy,20.48,91.0,Low,191,2,1.0,0.10666666666666667,853.125,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20.48
2000,Navigation,26.54,94.0,Low,66,2,4.0,0.3961194029850746,237.30218538055766,True,False,True,False,False,False,False,False,True,False,False,False,False,False,106.16
2021,Research,39.56,70.0,High,93,2,1.0,0.42085106382978726,166.32962588473205,False,False,False,False,True,False,False,False,False,False,False,False,False,True,39.56
2004,Communication,12.47,99.0,High,355,3,4.0,0.03502808988764045,2826.3031275060143,False,False,True,False,False,False,False,True,False,False,False,False,False,False,49.88
2025,Research,29.9,65.0,Medium,142,3,1.0,0.20909090909090908,310.8695652173913,True,False,False,False,True,False,False,False,False,False,False,False,False,False,29.9
2006,Weather,1.5,57.0,Low,114,3,1.0,0.013043478260869565,4370.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1.5
2010,Spy,1.52,99.0,Medium,245,2,4.0,0.006178861788617886,16022.368421052632,True,False,True,False,False,False,True,False,False,False,False,False,False,False,6.08
2005,Navigation,34.81,97.0,Low,39,3,2.0,0.8702500000000001,111.46222349899453,False,False,False,True,False,True,False,False,False,False,False,False,False,False,69.62
2004,Communication,17.81,60.0,Low,8,2,2.0,1.9788888888888887,30.32004491858507,False,False,False,True,False,False,False,False,False,False,True,False,False,False,35.62
2017,Research,15.99,66.0,Medium,296,2,4.0,0.05383838383838384,1225.891181988743,True,False,True,False,False,False,False,False,False,False,True,False,False,False,63.96
2021,Communication,20.75,99.0,High,155,1,2.0,0.1330128205128205,744.289156626506,True,False,False,True,False,False,False,False,False,False,False,False,False,False,41.5
2019,Weather,30.41,96.0,Low,50,1,1.0,0.5962745098039216,160.99967116080236,False,False,False,False,True,False,False,False,False,True,False,False,False,False,30.41
2002,Weather,19.37,94.0,High,341,1,4.0,0.0566374269005848,1659.679917398038,True,False,True,False,False,False,False,False,True,False,False,False,False,False,77.48
2013,Research,49.61,84.0,High,345,1,1.0,0.1433815028901734,585.8496270913123,False,False,False,False,True,False,False,False,True,False,False,False,False,False,49.61
2012,Research,43.0,55.0,High,111,2,4.0,0.38392857142857145,143.25581395348837,False,False,True,False,False,False,False,False,False,False,False,False,False,False,172.0
2002,Research,0.56,75.0,Low,332,2,1.0,0.0016816816816816818,44598.21428571428,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.56
2001,Communication,14.3,64.0,High,307,2,1.0,0.04642857142857143,1378.4615384615383,True,False,False,False,False,False,False,False,False,False,True,False,False,False,14.3
2011,Navigation,16.47,85.0,Low,13,3,2.0,1.1764285714285714,72.25258044930176,False,False,False,True,False,False,False,False,False,False,False,False,False,False,32.94
2010,Spy,46.57,76.0,High,312,3,2.0,0.14878594249201277,510.8009448142582,False,False,False,True,False,False,False,True,False,False,False,False,False,False,93.14
2020,Navigation,32.65,81.0,High,84,2,1.0,0.3841176470588235,210.87289433384382,False,False,False,False,False,False,False,False,False,False,False,True,False,False,32.65
2011,Spy,6.3,81.0,Low,40,2,4.0,0.15365853658536585,527.1428571428571,False,False,True,False,False,False,False,False,False,False,False,False,True,False,25.2
2006,Weather,17.24,77.0,Low,184,2,1.0,0.09318918918918918,826.2761020881671,True,False,False,False,True,False,False,True,False,False,False,False,False,False,17.24
2023,Navigation,27.81,62.0,High,47,3,1.0,0.579375,107.0118662351672,False,False,False,False,True,False,False,False,True,False,False,False,False,False,27.81
2006,Research,22.1,99.0,High,32,1,1.0,0.6696969696969698,147.8280542986425,True,False,False,False,True,False,False,False,False,False,True,False,False,False,22.1
2001,Research,42.91,90.0,Low,31,1,1.0,1.3409375,67.11722209275227,True,False,False,False,False,False,False,False,False,False,True,False,False,False,42.91
2013,Communication,17.62,100.0,Low,128,1,1.0,0.1365891472868217,732.122587968218,False,False,False,False,True,False,False,False,False,False,False,True,False,False,17.62
2010,Weather,35.48,74.0,Low,148,3,1.0,0.2381208053691275,310.7666290868095,False,False,False,False,False,False,True,False,False,False,False,False,False,False,35.48
2000,Research,45.48,56.0,Low,40,2,1.0,1.1092682926829267,50.48372911169746,False,False,False,False,True,True,False,False,False,False,False,False,False,False,45.48
2008,Weather,47.33,63.0,Low,42,1,1.0,1.1006976744186046,57.236425100359185,False,False,False,False,True,False,False,True,False,False,False,False,False,False,47.33
2001,Weather,3.02,92.0,Medium,98,1,1.0,0.030505050505050504,3015.8940397350993,True,False,False,False,False,True,False,False,False,False,False,False,False,False,3.02
2024,Spy,44.73,80.0,High,24,3,3.0,1.7892,44.7127207690588,False,True,False,False,False,False,False,False,False,False,False,False,False,False,134.19
2004,Research,5.62,57.0,Low,139,3,1.0,0.04014285714285715,1419.9288256227755,True,False,False,False,False,False,False,False,False,False,True,False,False,False,5.62
2021,Navigation,17.42,86.0,Low,91,1,1.0,0.18934782608695655,454.19058553386907,False,False,False,False,True,False,False,False,False,False,False,True,False,False,17.42
2019,Spy,29.38,95.0,Low,27,1,1.0,1.0492857142857142,90.53778080326754,False,False,False,False,False,True,False,False,False,False,False,False,False,False,29.38
2017,Research,33.03,60.0,Low,157,1,1.0,0.20905063291139242,287.01180744777474,True,False,False,False,True,False,False,False,False,True,False,False,False,False,33.03
2025,Research,34.11,53.0,High,342,1,4.0,0.09944606413994168,532.9522134271475,False,False,True,False,False,False,False,False,False,False,False,True,False,False,136.44
2017,Communication,6.74,92.0,High,361,1,2.0,0.01861878453038674,4941.246290801187,False,False,False,True,False,False,False,False,True,False,False,False,False,False,13.48
2005,Navigation,14.42,63.0,Low,79,3,2.0,0.18025,349.5145631067961,False,False,False,True,False,False,False,True,False,False,False,False,False,False,28.84
2008,Spy,49.83,67.0,Medium,137,1,2.0,0.3610869565217391,185.5508729680915,False,False,False,True,False,False,False,True,False,False,False,False,False,False,99.66
2019,Navigation,10.34,85.0,Medium,101,1,1.0,0.10137254901960784,838.4912959381045,True,False,False,False,True,False,False,False,False,False,False,False,True,False,10.34
2003,Research,17.05,54.0,High,39,1,3.0,0.42625,126.68621700879766,True,True,False,False,False,False,False,False,False,False,True,False,False,False,51.150000000000006
2023,Communication,9.64,55.0,Medium,217,2,3.0,0.04422018348623853,1243.7759336099584,True,True,False,False,False,False,False,False,False,False,False,False,True,False,28.92
2004,Navigation,48.56,64.0,Medium,258,2,1.0,0.1874903474903475,341.3509060955519,True,False,False,False,False,False,False,False,False,False,False,True,False,False,48.56
2002,Research,7.59,77.0,High,170,2,4.0,0.0443859649122807,1734.7826086956522,True,False,True,False,False,False,False,False,False,False,False,True,False,False,30.36
2022,Research,35.22,61.0,High,117,3,1.0,0.29847457627118645,204.3725156161272,True,False,False,False,False,True,False,False,False,False,False,False,False,False,35.22
2001,Weather,36.87,91.0,Medium,211,3,1.0,0.17391509433962263,523.24382967182,True,False,False,False,False,False,False,False,False,False,True,False,False,False,36.87
2005,Navigation,18.37,84.0,Low,223,3,2.0,0.08200892857142858,1024.2787152966794,True,False,False,True,False,False,False,False,False,False,True,False,False,False,36.74
2017,Spy,43.29,93.0,High,195,3,1.0,0.2208673469387755,421.0672210672211,False,False,False,False,True,False,False,False,True,False,False,False,False,False,43.29
2000,Spy,41.92,78.0,Medium,1,2,2.0,20.96,3.7213740458015265,False,False,False,True,False,False,False,False,False,False,True,False,False,False,83.84
2017,Weather,6.68,53.0,Low,39,2,3.0,0.16699999999999998,317.3652694610779,True,True,False,False,False,False,False,False,True,False,False,False,False,False,20.04
2019,Spy,20.79,95.0,High,118,2,1.0,0.17470588235294118,543.7710437710438,False,False,False,False,True,False,False,False,False,False,False,False,False,True,20.79
2012,Communication,6.94,56.0,Low,220,3,2.0,0.0314027149321267,1783.2853025936597,False,False,False,True,False,False,False,False,False,False,False,False,False,True,13.88
2004,Communication,38.16,83.0,Medium,23,2,1.0,1.5899999999999999,52.20125786163523,False,False,False,False,True,False,False,False,False,False,False,False,False,False,38.16
2011,Communication,1.88,99.0,Medium,38,1,4.0,0.0482051282051282,2053.7234042553196,True,False,True,False,False,False,False,False,True,False,False,False,False,False,7.52
2005,Weather,21.16,89.0,High,268,1,4.0,0.07866171003717472,1131.4272211720227,True,False,True,False,False,True,False,False,False,False,False,False,False,False,84.64
2006,Spy,35.17,98.0,Low,11,1,3.0,2.9308333333333336,33.43758885413705,False,True,False,False,False,False,False,False,False,False,False,False,False,True,105.51
2007,Navigation,7.3,68.0,High,157,1,4.0,0.04620253164556962,1471.7808219178082,True,False,True,False,False,False,False,False,False,False,False,False,True,False,29.2
2013,Spy,44.08,82.0,Low,214,2,3.0,0.20502325581395348,399.9546279491833,False,True,False,False,False,False,False,False,False,True,False,False,False,False,132.24
2015,Weather,44.81,79.0,High,187,2,4.0,0.23835106382978724,331.44387413523765,False,False,True,False,False,False,False,False,False,False,False,False,True,False,179.24
2009,Weather,47.25,52.0,Low,294,3,4.0,0.16016949152542373,324.65608465608466,False,False,True,False,False,False,False,False,False,False,False,False,False,True,189.0
2024,Communication,13.04,89.0,High,80,1,1.0,0.16098765432098763,552.8374233128835,False,False,False,False,True,False,False,False,False,False,False,False,True,False,13.04
2022,Communication,12.22,84.0,High,146,1,1.0,0.08312925170068028,1010.4746317512274,True,False,False,False,True,True,False,False,False,False,False,False,False,False,12.22
2019,Communication,24.06,66.0,High,38,1,2.0,0.6169230769230769,106.98254364089776,False,False,False,True,False,False,False,True,False,False,False,False,False,False,48.12
2014,Navigation,45.77,94.0,High,345,2,3.0,0.13228323699421965,710.596460563688,True,True,False,False,False,False,False,False,True,False,False,False,False,False,137.31
2002,Navigation,4.65,76.0,Low,231,3,1.0,0.020043103448275864,3791.827956989247,False,False,False,False,True,False,True,False,False,False,False,False,False,False,4.65
2019,Spy,2.94,96.0,Medium,279,2,2.0,0.0105,9142.857142857143,False,False,False,True,False,False,False,False,True,False,False,False,False,False,5.88
2011,Communication,26.81,56.0,Low,327,1,3.0,0.08173780487804877,685.1174934725849,True,True,False,False,False,False,False,False,True,False,False,False,False,False,80.42999999999999
2004,Communication,39.58,92.0,Low,102,2,2.0,0.38427184466019415,239.41384537645277,True,False,False,True,False,False,False,True,False,False,False,False,False,False,79.16
2004,Navigation,7.59,71.0,Medium,353,2,1.0,0.021440677966101693,3311.4624505928855,True,False,False,False,True,False,False,False,False,False,False,False,True,False,7.59
2013,Communication,10.35,86.0,High,32,3,1.0,0.3136363636363636,274.2028985507247,False,False,False,False,True,False,False,False,False,True,False,False,False,False,10.35
2021,Spy,39.58,55.0,High,242,1,2.0,0.162880658436214,337.67054067710967,True,False,False,True,False,True,False,False,False,False,False,False,False,False,79.16
2011,Spy,45.46,86.0,High,299,2,1.0,0.15153333333333333,567.5318961724594,True,False,False,False,True,False,False,True,False,False,False,False,False,False,45.46
2001,Weather,12.97,86.0,Low,13,2,4.0,0.9264285714285715,92.8296067848882,False,False,True,False,False,False,False,False,False,False,False,False,True,False,51.88
2020,Communication,25.63,84.0,Medium,200,3,4.0,0.12751243781094526,658.7592664845885,True,False,True,False,False,False,False,False,False,True,False,False,False,False,102.52
2024,Research,28.33,77.0,Medium,68,2,4.0,0.4105797101449275,187.53971055418288,True,False,True,False,False,False,True,False,False,False,False,False,False,False,113.32
2010,Navigation,15.22,69.0,Low,136,3,1.0,0.11109489051094891,621.0906701708278,False,False,False,False,True,True,False,False,False,False,False,False,False,False,15.22
2018,Communication,46.56,91.0,High,255,1,1.0,0.181875,500.34364261168383,True,False,False,False,True,False,False,False,False,False,False,False,False,False,46.56
2015,Navigation,20.69,76.0,High,210,3,1.0,0.0980568720379147,775.060415659739,True,False,False,False,True,False,False,True,False,False,False,False,False,False,20.69
2021,Weather,5.8,86.0,Low,67,2,3.0,0.08529411764705883,1008.2758620689655,True,True,False,False,False,False,False,False,False,False,False,False,True,False,17.4
2017,Navigation,8.09,63.0,Medium,288,3,1.0,0.027993079584775087,2250.556242274413,True,False,False,False,False,True,False,False,False,False,False,False,False,False,8.09
2025,Navigation,1.53,50.0,Medium,122,3,3.0,0.012439024390243903,4019.607843137255,False,True,False,False,False,False,False,False,False,False,False,False,False,True,4.59
2004,Research,12.0,51.0,High,176,3,4.0,0.06779661016949153,752.25,False,False,True,False,False,True,False,False,False,False,False,False,False,False,48.0
2018,Navigation,47.61,65.0,High,30,2,1.0,1.5358064516129033,42.32304137786179,False,False,False,False,False,False,True,False,False,False,False,False,False,False,47.61
2006,Weather,16.49,53.0,Medium,190,2,4.0,0.08633507853403141,613.8872043662826,False,False,True,False,False,False,False,False,False,True,False,False,False,False,65.96
2022,Communication,43.1,85.0,Medium,149,2,1.0,0.28733333333333333,295.8236658932715,True,False,False,False,True,False,True,False,False,False,False,False,False,False,43.1
2012,Spy,27.41,91.0,High,213,3,1.0,0.12808411214953272,710.4706311565121,False,False,False,False,False,False,False,False,True,False,False,False,False,False,27.41
2024,Communication,33.81,81.0,Low,101,1,1.0,0.33147058823529413,244.36557231588287,False,False,False,False,True,False,False,True,False,False,False,False,False,False,33.81
2013,Spy,25.88,56.0,Low,27,3,1.0,0.9242857142857143,60.58732612055641,False,False,False,False,False,False,False,True,False,False,False,False,False,False,25.88
2015,Navigation,33.68,100.0,Medium,191,3,4.0,0.17541666666666667,570.0712589073635,True,False,True,False,False,False,False,False,False,False,False,False,True,False,134.72
